Region,Division,State,year,num_crimes
South,West South Central,Louisiana,2001,30678
Northeast,New England,Maine,2001,1434
South,South Atlantic,Maryland,2001,42088
Northeast,New England,Massachusetts,2001,30587
Midwest,East North Central,Michigan,2001,55424
Midwest,West North Central,Minnesota,2001,13145
South,East South Central,Mississippi,2001,10006
Midwest,West North Central,Missouri,2001,30472
West,Mountain,Montana,2001,3187
Midwest,West North Central,Nebraska,2001,5214
West,Mountain,Nevada,2001,12359
Northeast,New England,New Hampshire,2001,2144
Northeast,Middle Atlantic,New Jersey,2001,33094
West,Mountain,New Mexico,2001,14288
Northeast,Middle Atlantic,New York,2001,98103
South,South Atlantic,North Carolina,2001,40465
Midwest,West North Central,North Dakota,2001,505
Midwest,East North Central,Ohio,2001,40023
South,West South Central,Oklahoma,2001,17726
West,Pacific,Oregon,2001,10650
Northeast,Middle Atlantic,Pennsylvania,2001,50432
Northeast,New England,Rhode Island,2001,3278
South,South Atlantic,South Carolina,2001,29265
Midwest,West North Central,South Dakota,2001,1171
South,East South Central,Tennessee,2001,42778
South,West South Central,Texas,2001,122155
West,Mountain,Utah,2001,5314
Northeast,New England,Vermont,2001,644
South,South Atlantic,Virginia,2001,20939
West,Pacific,Washington,2001,21258
South,South Atlantic,West Virginia,2001,5035
Midwest,East North Central,Wisconsin,2001,12486
West,Mountain,Wyoming,2001,1272
South,East South Central,Alabama,2002,19931
West,Pacific,Alaska,2002,3627
West,Mountain,Arizona,2002,30171
South,West South Central,Arkansas,2002,11501
West,Pacific,California,2002,208388
West,Mountain,Colorado,2002,15882
Northeast,New England,Connecticut,2002,10807
South,South Atlantic,Delaware,2002,4836
South,South Atlantic,District of Columbia,2002,9322
South,South Atlantic,Florida,2002,128721
South,South Atlantic,Georgia,2002,39271
West,Pacific,Hawaii,2002,3262
West,Mountain,Idaho,2002,3419
Midwest,East North Central,Illinois,2002,75759
Midwest,East North Central,Indiana,2002,22001
Midwest,West North Central,Iowa,2002,8388
Midwest,West North Central,Kansas,2002,10229
South,East South Central,Kentucky,2002,11101
South,West South Central,Louisiana,2002,29690
Northeast,New England,Maine,2002,1396
South,South Atlantic,Maryland,2002,42015
Northeast,New England,Massachusetts,2002,31137
Midwest,East North Central,Michigan,2002,54306
Midwest,West North Central,Minnesota,2002,13428
South,East South Central,Mississippi,2002,9858
Midwest,West North Central,Missouri,2002,30557
West,Mountain,Montana,2002,3197
Midwest,West North Central,Nebraska,2002,5428
West,Mountain,Nevada,2002,13856
Northeast,New England,New Hampshire,2002,2056
Northeast,Middle Atlantic,New Jersey,2002,32252
West,Mountain,New Mexico,2002,13719
Northeast,Middle Atlantic,New York,2002,95030
South,South Atlantic,North Carolina,2002,39118
Midwest,West North Central,North Dakota,2002,496
Midwest,East North Central,Ohio,2002,40128
South,West South Central,Oklahoma,2002,17587
West,Pacific,Oregon,2002,10298
Northeast,Middle Atlantic,Pennsylvania,2002,49578
Northeast,New England,Rhode Island,2002,3051
South,South Atlantic,South Carolina,2002,33761
Midwest,West North Central,South Dakota,2002,1350
South,East South Central,Tennessee,2002,41562
South,West South Central,Texas,2002,126018
West,Mountain,Utah,2002,5488
Northeast,New England,Vermont,2002,658
South,South Atlantic,Virginia,2002,21256
West,Pacific,Washington,2002,20964
South,South Atlantic,West Virginia,2002,4221
Midwest,East North Central,Wisconsin,2002,12238
West,Mountain,Wyoming,2002,1364
South,East South Central,Alabama,2003,19331
West,Pacific,Alaska,2003,3877
West,Mountain,Arizona,2003,28638
South,West South Central,Arkansas,2003,12449
West,Pacific,California,2003,205551
West,Mountain,Colorado,2003,15757
Northeast,New England,Connecticut,2003,11045
South,South Atlantic,Delaware,2003,5525
South,South Atlantic,District of Columbia,2003,9061
South,South Atlantic,Florida,2003,124280
South,South Atlantic,Georgia,2003,39435
West,Pacific,Hawaii,2003,3400
West,Mountain,Idaho,2003,3362
Midwest,East North Central,Illinois,2003,70376
Midwest,East North Central,Indiana,2003,21842
Midwest,West North Central,Iowa,2003,8175
Midwest,West North Central,Kansas,2003,10831
South,East South Central,Kentucky,2003,10232
South,West South Central,Louisiana,2003,28622
Northeast,New England,Maine,2003,1422
South,South Atlantic,Maryland,2003,38778
Northeast,New England,Massachusetts,2003,30377
Midwest,East North Central,Michigan,2003,51550
Midwest,West North Central,Minnesota,2003,13316
South,East South Central,Mississippi,2003,9336
Midwest,West North Central,Missouri,2003,28067
West,Mountain,Montana,2003,3351
Midwest,West North Central,Nebraska,2003,5105
West,Mountain,Nevada,2003,13813
Northeast,New England,New Hampshire,2003,1937
Northeast,Middle Atlantic,New Jersey,2003,31488
West,Mountain,New Mexico,2003,12535
Northeast,Middle Atlantic,New York,2003,89486
South,South Atlantic,North Carolina,2003,38243
Midwest,West North Central,North Dakota,2003,508
Midwest,East North Central,Ohio,2003,38185
South,West South Central,Oklahoma,2003,17758
West,Pacific,Oregon,2003,10506
Northeast,Middle Atlantic,Pennsylvania,2003,49210
Northeast,New England,Rhode Island,2003,3074
South,South Atlantic,South Carolina,2003,33455
Midwest,West North Central,South Dakota,2003,1329
South,East South Central,Tennessee,2003,40409
South,West South Central,Texas,2003,122246
West,Mountain,Utah,2003,5889
Northeast,New England,Vermont,2003,707
South,South Atlantic,Virginia,2003,20490
West,Pacific,Washington,2003,21272
South,South Atlantic,West Virginia,2003,4627
Midwest,East North Central,Wisconsin,2003,12104
West,Mountain,Wyoming,2003,1314
South,East South Central,Alabama,2004,19324
West,Pacific,Alaska,2004,4159
West,Mountain,Arizona,2004,28952
South,West South Central,Arkansas,2004,13814
West,Pacific,California,2004,189175
West,Mountain,Colorado,2004,17121
Northeast,New England,Connecticut,2004,10113
South,South Atlantic,Delaware,2004,5105
South,South Atlantic,District of Columbia,2004,7590
South,South Atlantic,Florida,2004,123754
South,South Atlantic,Georgia,2004,40217
West,Pacific,Hawaii,2004,3213
West,Mountain,Idaho,2004,3452
Midwest,East North Central,Illinois,2004,69365
Midwest,East North Central,Indiana,2004,20294
Midwest,West North Central,Iowa,2004,8499
Midwest,West North Central,Kansas,2004,10330
South,East South Central,Kentucky,2004,10152
South,West South Central,Louisiana,2004,28844
Northeast,New England,Maine,2004,1364
South,South Atlantic,Maryland,2004,38961
Northeast,New England,Massachusetts,2004,29489
Midwest,East North Central,Michigan,2004,49737
Midwest,West North Central,Minnesota,2004,13751
South,East South Central,Mississippi,2004,8568
Midwest,West North Central,Missouri,2004,28226
West,Mountain,Montana,2004,2723
Midwest,West North Central,Nebraska,2004,5393
West,Mountain,Nevada,2004,14379
Northeast,New England,New Hampshire,2004,2202
Northeast,Middle Atlantic,New Jersey,2004,30943
West,Mountain,New Mexico,2004,13081
Northeast,Middle Atlantic,New York,2004,84914
South,South Atlantic,North Carolina,2004,38244
Midwest,West North Central,North Dakota,2004,558
Midwest,East North Central,Ohio,2004,38787
South,West South Central,Oklahoma,2004,17635
West,Pacific,Oregon,2004,10724
Northeast,Middle Atlantic,Pennsylvania,2004,50998
Northeast,New England,Rhode Island,2004,2673
South,South Atlantic,South Carolina,2004,33160
Midwest,West North Central,South Dakota,2004,1319
South,East South Central,Tennessee,2004,41113
South,West South Central,Texas,2004,121554
West,Mountain,Utah,2004,5647
Northeast,New England,Vermont,2004,713
South,South Atlantic,Virginia,2004,20608
West,Pacific,Washington,2004,21330
South,South Atlantic,West Virginia,2004,5110
Midwest,East North Central,Wisconsin,2004,11548
West,Mountain,Wyoming,2004,1163
South,East South Central,Alabama,2005,19678
West,Pacific,Alaska,2005,4194
West,Mountain,Arizona,2005,30478
South,West South Central,Arkansas,2005,14659
West,Pacific,California,2005,190178
West,Mountain,Colorado,2005,18498
Northeast,New England,Connecticut,2005,9635
South,South Atlantic,Delaware,2005,5332
South,South Atlantic,District of Columbia,2005,8032
South,South Atlantic,Florida,2005,125957
South,South Atlantic,Georgia,2005,40725
West,Pacific,Hawaii,2005,3253
West,Mountain,Idaho,2005,3670
Midwest,East North Central,Illinois,2005,70392
Midwest,East North Central,Indiana,2005,20302
Midwest,West North Central,Iowa,2005,8642
Midwest,West North Central,Kansas,2005,10634
South,East South Central,Kentucky,2005,11134
South,West South Central,Louisiana,2005,26889
Northeast,New England,Maine,2005,1483
South,South Atlantic,Maryland,2005,39369
Northeast,New England,Massachusetts,2005,29237
Midwest,East North Central,Michigan,2005,55877
Midwest,West North Central,Minnesota,2005,15243
South,East South Central,Mississippi,2005,8131
Midwest,West North Central,Missouri,2005,30477
West,Mountain,Montana,2005,2634
Midwest,West North Central,Nebraska,2005,5048
West,Mountain,Nevada,2005,14654
Northeast,New England,New Hampshire,2005,1729
Northeast,Middle Atlantic,New Jersey,2005,30919
West,Mountain,New Mexico,2005,13541
Northeast,Middle Atlantic,New York,2005,85839
South,South Atlantic,North Carolina,2005,40650
Midwest,West North Central,North Dakota,2005,625
Midwest,East North Central,Ohio,2005,40273
South,West South Central,Oklahoma,2005,18044
West,Pacific,Oregon,2005,10444
Northeast,Middle Atlantic,Pennsylvania,2005,52761
Northeast,New England,Rhode Island,2005,2703
South,South Atlantic,South Carolina,2005,32384
Midwest,West North Central,South Dakota,2005,1363
South,East South Central,Tennessee,2005,44891
South,West South Central,Texas,2005,121091
West,Mountain,Utah,2005,5612
Northeast,New England,Vermont,2005,746
South,South Atlantic,Virginia,2005,21400
West,Pacific,Washington,2005,21745
South,South Atlantic,West Virginia,2005,4957
Midwest,East North Central,Wisconsin,2005,13371
West,Mountain,Wyoming,2005,1172
